Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
Q5VYK3	Q5VYK3;J3KN16	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	5.03319e+06	4.4619e+06	5.12372e+06	4.16535e+06	4.68678e+06	5.16649e+06	5.08888e+06	5.16146e+06	4.9821e+06	5.75997e+06	4.87043e+06	4.69069e+06	5.71071e+06	5.95307e+06	5.59288e+06	4.78189e+06	5.08642e+06	4.80317e+06	4.19278e+06	5.10716e+06	4.36414e+06	4.69387e+06	4.85345e+06	4.86778e+06	4.61949e+06	4.75768e+06	4.79322e+06	4.82445e+06	4.24082e+06	3.9471e+06	5.1358e+06	5.67314e+06	5.0743e+06	4.51437e+06	4.62409e+06	3.85163e+06	4.37296e+06	4.54713e+06	3.82872e+06	4.00746e+06	4.69132e+06	4.29776e+06	3.97939e+06	2.88002e+06	3.56656e+06	4.58663e+06	3.1302e+06	5.22805e+06	5.56444e+06	5.28844e+06	3.93616e+06
Q5VYS8	Q5VYS8;Q5VYT0	TUT7_HUMAN	TUT7	Terminal uridylyltransferase 7		112737	91228.9	54395.5	133735	46321.9	113572	81561.3	33128.5	65480.8	123163		89805.6	90903.6	97423.5	122239	98195.9	100756	118702	145057		96188.5		59805	101907		202154	164317		228435	62388.2	79370.6	108889	143808		210358		107818	94987.7			165478	102428	73499.6	330643			58080.8	160515	148843	121691
Q5VZ89	Q5VZ89;X6RAE7	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	271323	274946	254112	235339	317781	236932	239200	261705	253027	258215	229140	319934	282848	221338	255127	247384	178435	341451	427967	386271	505077	407665	367796	324178	356420	367520	354668	301062	379999	348033	219928	349117	277447	223390	229342	247725	250673	203911	286012	316653	281066	343355	304800	275605	327758	283905	332029	206114	222298	221943	219605
Q5VZK9	Q5VZK9;A0A0U1RQQ1	CARL1_HUMAN	CARMIL1	F-actin-uncapping protein LRRC16A	1.05887e+06	865973	947738	1.07306e+06	1.00484e+06	1.09854e+06	1.1282e+06	956032	1.01987e+06	1.01093e+06	965678	935912	972622	767253	799935	774708	827486	772416	633606	629513	784263	750526	790665	763940	747038	776991	781764	791045	800044	573956	486478	529267	602935	715500	249924	318640	293970	120619	173764	250204	318614	395831	182106	146032	182467	183741	379580	254985	238623	263052	223592
Q5VZU9	P29144;A0A494C0U1;A0A494C1B8;Q5VZU9	Q5VZU9_HUMAN	TPP2	Tripeptidyl-peptidase 2	6.51375e+06	6.03294e+06	6.46632e+06	6.17953e+06	6.44489e+06	6.73479e+06	6.53714e+06	6.42108e+06	6.43318e+06	6.45645e+06	6.38352e+06	6.56523e+06	6.53997e+06	6.73082e+06	6.86899e+06	6.20146e+06	6.77588e+06	6.28538e+06	5.91267e+06	6.12399e+06	6.1222e+06	6.02643e+06	6.31645e+06	5.98503e+06	6.10325e+06	5.91765e+06	6.10087e+06	6.11541e+06	6.27871e+06	6.07705e+06	6.66748e+06	6.33161e+06	6.38176e+06	6.57982e+06	7.59922e+06	7.2498e+06	7.29797e+06	7.05614e+06	7.1814e+06	7.20231e+06	7.01439e+06	7.18775e+06	6.8489e+06	7.13916e+06	7.20657e+06	7.16632e+06	7.46245e+06	7.30985e+06	7.0835e+06	6.7961e+06	7.49428e+06
Q5W0V3	Q5W0V3	F16B1_HUMAN	FAM160B1	Protein FAM160B1	600543	730384	690991	643544	663695	805920	622741	803594	592860	514809	676630	578765	578839	918299	1.01867e+06	1.00306e+06	879712	668226	531476	622160	624188	472896	683761	644364	516659	633887	520491	581084	663967	637601	1.06529e+06	910485	853222	757990	495653	550222	486771	471643	389982	483784	515833	447799	477861	391284	354257	541974	683976	913445	833378	867480	661859
Q5W0Z9	Q5W0Z9;B4DRN8	ZDH20_HUMAN	ZDHHC20	Palmitoyltransferase ZDHHC20		37552.7												112921																	50351.5																				
Q5W111	Q5W111	SPRY7_HUMAN	SPRYD7	SPRY domain-containing protein 7	115294	237816	209459	245886	431047	287256	337487	192206	284256	315338	296022	225695	349775	332576	521871	370784	593872	246469	294167	561903	400867	370828	339915	301236	284900	332162	323882	250039	258960	174099	476032	439083	289172	408672	173778	194778	519212	743156	540092	168775	334545	515374	483160	528472	423711	263463	324232	506760	511302	77400.1	772466
Q5XKP0	Q5XKP0;A0A140TA84;A0A140TA86;K7EIR2	MIC13_HUMAN	MICOS13	MICOS complex subunit MIC13	358894	314389	284962	322790	307685	349168	329025	328565	347411	334467	348030	354829	359703	307978	374955	270462	364275	396578	359007	349973	290907	343769	407778	342584	371665	384817	341137	347013	421141	256901	356372	321525	243993	322259	401724	331083	357762	376751	375476	327462	388017	348958	300001	274751	337689	389726	312760	298754	292783	363818	338770
Q629K1	Q629K1;E5RG44;E5RGJ1;E5RIT1	TRIQK_HUMAN	TRIQK	Triple QxxK/R motif-containing protein	3.60979e+06	3.94976e+06	3.54142e+06	3.70816e+06	3.2284e+06	3.4723e+06	3.52092e+06	3.61355e+06	3.54575e+06	3.32413e+06	3.63056e+06	3.60517e+06	3.34071e+06	2.32645e+06	2.13778e+06	2.2526e+06	2.55214e+06	3.61524e+06	3.33649e+06	3.03334e+06	3.95395e+06	3.53462e+06	3.31718e+06	3.38772e+06	3.64949e+06	2.8702e+06	3.42851e+06	3.51326e+06	3.34919e+06	3.25432e+06	2.62481e+06	2.13211e+06	2.09581e+06	2.93857e+06	3.59429e+06	3.62872e+06	3.43277e+06	3.36938e+06	3.668e+06	3.13199e+06	3.25459e+06	3.42334e+06	3.64164e+06	3.43691e+06	3.75196e+06	3.30215e+06	2.79111e+06	2.89262e+06	2.45277e+06	2.05059e+06	2.67106e+06
Q63HN8	Q63HN8;A0A0A0MTC1;A0A0A0MTR7	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213	174146	118466	172494	192689	165695	180728	133532	208259	136575	180670	171727	147658	113899	287399	259470	302833	246630	183911	202883	273547	129479	166784	156172	137227	138514	195940	140271	144391	191554	143781	300425	261643	337401	210478	93714.4	131253	57016.3	66739.2	261540	159540	203367	214077	125797	77960.6	151691	122935	129495	115100	280291	270513	198160
Q63ZE4	Q63ZE4;E9PIT2;E9PJB1;E9PMM0	S22AA_HUMAN	SLC22A10	Solute carrier family 22 member 10	637748	502731	745183	773242	553201	675905	610956	760110	714754	595770	734115	717093	294533	615640	549362	599109		502161	653058		506526		677833			510948	532093				491903	671060			613916							454282						605767			
Q63ZY3	Q63ZY3;K7EIU4	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	350993	342087	289275	332771	269665	367165	312629	289731	316518	197165	323417	375979	324118	360169	310624	241090	222598	319646	453136	411468	408349	390056	366557	392839	359600	445461	401066	407326	489809	379349	382356	430060	411563	247479	238945	158479	202899	177622	46037.8	280697	235610	242212	101367	201638	158655	190680	181326	192402	293611	308914	163669
Q641Q2;Q9Y4E1	Q641Q2;Q9Y4E1;A0A096LPC5;A0A0A0MR88;A0A0A0MT65;E7ESD2;F8W7U3;J3KP36	WAC2A_HUMAN;WAC2C_HUMAN	WASHC2A;WASHC2C	WASH complex subunit 2A	177041	225523	191897	335748	153305	168974	199637	165794	87189	184434	167820	82038.5	289570	177478	199475	148194	139780	187143	298058	295358	198288	143163	320089	230729	189007	314632	300637	297111	281213	218055	130865	157899	200428	164045	130029	183835	216359	167806	216414	138536	88330	219755	197833	394174	253891	167384	240819	191910	176868	151595	203801
Q658P3	Q658P3;B8ZZX6	STEA3_HUMAN	STEAP3	Metalloreductase STEAP3	1.91349e+06	2.03686e+06	1.85793e+06	2.0735e+06	2.00634e+06	1.55735e+06	1.86295e+06	2.04674e+06	1.72042e+06	1.97893e+06	2.06492e+06	1.60275e+06	1.69833e+06	1.57618e+06	2.13101e+06	1.59277e+06	2.02376e+06	1.52067e+06	1.5602e+06	1.28347e+06	860226	1.25351e+06	1.47714e+06	1.24809e+06	1.31781e+06	1.32649e+06	1.51569e+06	1.49042e+06	1.39808e+06	1.27964e+06	1.56395e+06	1.41532e+06	1.37619e+06	1.45159e+06	719998	745382	272363	634148	542974	737398	485335	956150	562432	604408	549463	702263	571046	613949	727382	730029	589042
Q658Y4	Q658Y4;E7ER68	F91A1_HUMAN	FAM91A1	Protein FAM91A1	524073	418696	444904	518344	467113	451932	532736	439549	369994	376425	469895	534660	462338	474858	408433	525827	488535	493163	491479	422871	474366	469036	492685	514346	378250	452781	435343	472933	366231	518618	314155	390126	440786	375759	644034	620447	672040	678053	667673	638433	684473	673143	626392	601130	694925	545852	763040	572363	520054	534118	665363
Q65Z15	Q65Z15	ONCM_RAT	Osm	Oncostatin-M	3.56708e+07	6.46357e+07		75055.7		189902	288821	841987	1.56893e+06	2.17852e+06	3.9147e+06	9.75695e+06	1.95151e+07					3.39106e+07	6.25895e+07		105772	25399.4	94324.6	227172	324043	918881	1.89681e+06	3.99146e+06	8.37283e+06	1.92167e+07					4.4918e+07	8.0252e+07		114705		98320.3	328176	728484	1.63154e+06	2.5179e+06	4.73279e+06	1.04876e+07	2.82553e+07				
Q66K14	Q66K14;H0YB08	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	637655	588651	564585	552345	587429	684052	539640	571183	453751	540622	607599	583214	517993	735168	790421	756998	732831	556511	507565	528456	613854	538882	638048	588215	504555	466489	563542	519933	576820	571117	638308	776516	746392	665153	616968	578933	601829	544318	675833	472456	539219	593459	477386	477511	617898	572200	565613	667875	899658	823550	828566
Q66K74	Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	665069	686395	718528	691414	660362	638279	829975	625584	643367	695337	755820	588748	665011	524671	609081	562841	520665	695672	655184	720421	631220	687207	751328	736682	799573	809968	668165	752904	814916	877632	625131	670665	613968	605711	938465	794416	862301	844302	901896	818560	1.01266e+06	999013	737315	872337	883548	1.05132e+06	1.0661e+06	902106	792100	781817	796594
Q674X7	Q674X7;A0A1B0GWK2;B0QYQ6	KAZRN_HUMAN	KAZN	Kazrin	153770	203253	193232	193903	104982	249760	223367	231485	210231	218216	181322	181745	138398	135930	149829	67496.1	100909	69581.4	83224.4	102652	180524	202045	174771		149569	184397	105773	121265	121072	76827.8	133889	97537.3	87554.3	69022.6		56719.6	58831	89392.4	210701	152326	82433.7	135569	102739		109936	131684	128765	100931	59880.3	61028.6	
Q676U5	Q676U5;E7EVC7	A16L1_HUMAN	ATG16L1	Autophagy-related protein 16-1	60408.6	105687	111442	98106.9	35690.5	116281	45789.9	113786	49658.8	105146	173073	60023.1	132852	102458	135136	120804	76534	96689.6	107707	116002	43671.2	67928.9	91106.2	98695.6	109258	144248	115212	91959.7	124487	107849	104090	99544.3	167774	64031.4	39208.5	72109.1	56316	54479.7	141110	17238.9	83643.5	88517.1	66308.1	30569	83147.6	118423	64922.9	40455.1	101750	88702.4	35980.9
Q684P5	Q684P5;A0A1B0GV05	RPGP2_HUMAN	RAP1GAP2	Rap1 GTPase-activating protein 2	3.13804e+06	3.13083e+06	3.11133e+06	3.27215e+06	3.20452e+06	3.22928e+06	3.33858e+06	3.39642e+06	3.24506e+06	3.42991e+06	3.26617e+06	3.09671e+06	3.212e+06	3.22424e+06	3.25697e+06	2.90017e+06	2.8538e+06	3.15983e+06	2.96e+06	2.85008e+06	3.13392e+06	2.91099e+06	2.99694e+06	3.08227e+06	3.18979e+06	2.85358e+06	3.13268e+06	2.86099e+06	2.8388e+06	2.77685e+06	2.9403e+06	2.88454e+06	2.73899e+06	2.50896e+06	2.37236e+06	2.40522e+06	2.4492e+06	2.75954e+06	2.80789e+06	2.62941e+06	2.75551e+06	2.7206e+06	2.64435e+06	2.65756e+06	2.68302e+06	2.74919e+06	2.87978e+06	2.6198e+06	2.42243e+06	2.33585e+06	2.51689e+06
Q68BL7	Q68BL7;Q5JTM7	OLM2A_HUMAN	OLFML2A	Olfactomedin-like protein 2A	92153.1		64226		68190.8	47738.3	81209.3		46243.8	134926	117013	107434	77270.7		32384.4	98719.9	83530.4	52069.5		249094		40771.1		75179.4				10433.4	30347			32043.3			130307	136219	184530	184018	179923	219391	264632	234346	289101	200342	251337	125130	377780	160689	190008	170294	
Q68D51	Q68D51	DEN2C_HUMAN	DENND2C	DENN domain-containing protein 2C	565784	758656	665418	715356	575396	662202	652627	678124	566629	657471	629834	559471	671850	506539	404168	413739	393833	306871	366591	336474	303574	415499	384148	417155	291414	355696	367305	386306	323972	374045	319897	263134	182107	305558	352216	424165	309366	302290	449043	331400	381229	446616	384427	454757	478638	427043	370026	392945	361335	327206	372192
Q68D91	Q68D91	MBLC2_HUMAN	MBLAC2	Metallo-beta-lactamase domain-containing protein 2	322680	327122	396497	435757	326367	289674	441358	417179	472185	391856	493405	352336	266688	538359	366498	301713	376313	221468	306248	259435	415162	186280	255553	254098	187951	348846	244961	334224	357403	269709	386100	326018	380341	432415	167889	259655	284747	179044	276464	242197	211858	279399	234390	287664	259604	252356	256091	291122	272083	192224	399520
Q68DH5	Q68DH5	LMBD2_HUMAN	LMBRD2	G-protein coupled receptor-associated protein LMBRD2		126817	178991	145526			117962	226024	124470	201076	230906	190178	161880	30076	149401	51470.5	96487.8	33305.9				44965.1	134221		149926	139175	115309	113240	122179		70500.3	218359				55257.7								79323.4	54898.9	37435.1		179015	106358	71945.2	55437.1
Q68EM7	Q68EM7;C9IZD3;I3L1S9;I3L4P0	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	1.89586e+06	1.75384e+06	1.77771e+06	1.86425e+06	1.72453e+06	1.84466e+06	1.75855e+06	1.88064e+06	1.80275e+06	1.68708e+06	1.78603e+06	2.00792e+06	1.60282e+06	1.48898e+06	1.61602e+06	1.34878e+06	1.58005e+06	1.4639e+06	1.60151e+06	1.64616e+06	1.70504e+06	1.71812e+06	1.43873e+06	1.61559e+06	1.53158e+06	1.60661e+06	1.66305e+06	1.54622e+06	1.55479e+06	1.7327e+06	1.52181e+06	1.51541e+06	1.63634e+06	1.41774e+06	1.844e+06	2.10593e+06	1.92946e+06	2.08609e+06	1.83628e+06	1.37384e+06	1.70007e+06	2.06564e+06	1.60216e+06	1.68691e+06	1.69915e+06	1.72323e+06	1.93814e+06	1.87278e+06	1.68973e+06	1.31949e+06	1.52668e+06
Q69YW2	Q69YW2;F8WD64	STUM_HUMAN	STUM	Protein stum homolog	175710	365987	351685	266500	180095	221036	225770	479284	311512	390376	233031	118385	346698	359779	348381	351440	93700.7	299259	302522	408539	193783	102298	252061	354231	339455	284416	398981	384988	361994	397480	548037	436522	403916	251877					22504.9	29213	23203.9					79523		65273.3	165297	51708.4	9575.77
Q6DD88	Q6DD88;F5H6I7	ATLA3_HUMAN	ATL3	Atlastin-3	957410	827135	879000	867754	955352	1.02709e+06	862065	948626	802432	793009	885796	775158	971967	1.4143e+06	1.72736e+06	1.47272e+06	1.64469e+06	1.12124e+06	1.11039e+06	1.08702e+06	920164	1.03144e+06	1.12793e+06	1.13091e+06	1.12739e+06	1.10903e+06	926615	1.04921e+06	1.21561e+06	1.12418e+06	1.69056e+06	1.8826e+06	1.85639e+06	2.05465e+06	890261	695891	812476	804542	963121	919726	866902	813173	889889	852025	886684	974084	845297	1.69307e+06	2.08574e+06	1.81626e+06	1.83798e+06
Q6DN14	Q6DN14	MCTP1_HUMAN	MCTP1	Multiple C2 and transmembrane domain-containing protein 1				31729.2		33167.2	17179.3	39847.1			36669.6				22119									169330	148845	158023					94063.3	68305.2			215123													121364	94831.1	45542.9	
Q6FI81	Q6FI81;H3BV90	CPIN1_HUMAN	CIAPIN1	Anamorsin	1.00409e+06	1.01829e+06	882339	977754	1.07098e+06	842664	960029	1.03493e+06	1.11565e+06	968789	886223	1.18228e+06	1.11449e+06	948194	923658	833514	647091	1.00186e+06	840748	761616	917317	1.07674e+06	1.06442e+06	713721	854261	949075	881620	869032	967893	930398	904483	879058	691703	836898	692076	714131	808509	733223	908140	799075	903390	821282	827489	1.01161e+06	851727	903506	794322	1.02441e+06	881260	700802	866027
Q6GMV2	Q6GMV2;C9IYN9;E2QRN5;F8WEJ9	SMYD5_HUMAN	SMYD5	SET and MYND domain-containing protein 5		30400.3				68696.5		27629.3				43393.6	16549.7		50262.6	32893	96047.1														60964.6			110063														48193.4	24229.4	37938.9	61718.6
Q6GMV3	Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	1.12637e+06	921097	995022	1.16583e+06	998143	966963	1.08565e+06	1.0393e+06	1.07192e+06	1.06771e+06	1.09868e+06	1.02651e+06	1.11664e+06	854502	847327	858887	674044	1.14579e+06	1.09587e+06	1.08358e+06	1.08286e+06	1.06314e+06	1.12785e+06	1.10165e+06	1.13267e+06	1.0706e+06	1.09401e+06	1.07409e+06	1.02832e+06	1.00254e+06	879771	794748	917539	831964	1.25295e+06	1.24755e+06	1.23653e+06	1.22675e+06	1.14797e+06	1.34466e+06	1.35322e+06	1.25376e+06	1.19975e+06	1.17825e+06	1.31146e+06	1.31972e+06	1.16809e+06	1.06573e+06	1.00299e+06	1.01566e+06	1.17917e+06
Q6IA17	Q6IA17;H0YDF8;H0YDR5	SIGIR_HUMAN	SIGIRR	Single Ig IL-1-related receptor	404833	226053	313080	335050	285370	191529	275774	227137	204261	210280	331799	271515	144955	284976	151849	223780	119917	253541	334290	263739	268227	319516	296338	298624	313128	199948	341962	209383	273978	274183	95525.1	168685	151754	179062		208307			441411	54167.4	294234	130428	241723	127654	273985		271023	91692.4	174142	42430	80022.9
Q6IA69	Q6IA69;A0A0B4J216	NADE_HUMAN	NADSYN1	Glutamine-dependent NAD(+) synthetase	242005	344894	396393	176146	390087	338772	284909	244411	229437	361175	485171	288410	362602	426514	625435	394744	430899	341765	496838	301805	405103	459375	466056	392330	316291	330647	229656	373699	317232	494947	387373	496554	632784	624552	411047	246431	287231	400050	404873	422150	325168	516099	435649	347873	498992	407229	449653	285582	512466	519678	569620
Q6IA86	Q6IA86	ELP2_HUMAN	ELP2	Elongator complex protein 2	35701											12937.4			83621.1	67473.1	22994.9		17135.1			24106.2	31559.7			13185.8	19744.7	48354.3		19336.6	35338	66635.1	49685.7	49723.8															86640		70786.2
Q6IAA8	Q6IAA8;F5GX19;F5H3Y3;F5H479;H0YFI1	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	5.11007e+06	5.99097e+06	6.23488e+06	5.9985e+06	5.77106e+06	6.05873e+06	5.62926e+06	6.59023e+06	6.77578e+06	5.57047e+06	5.85093e+06	5.63221e+06	5.39219e+06	6.43254e+06	6.2327e+06	5.58961e+06	4.48776e+06	4.83463e+06	4.47725e+06	5.3377e+06	5.35312e+06	5.25228e+06	4.70911e+06	4.68386e+06	4.15246e+06	5.20329e+06	5.21076e+06	4.84941e+06	4.44887e+06	5.46757e+06	5.72715e+06	6.44779e+06	5.83439e+06	6.06954e+06	3.51114e+06	2.64395e+06	4.42013e+06	3.69786e+06	4.71806e+06	4.92666e+06	3.95788e+06	4.32035e+06	4.30215e+06	3.82012e+06	4.3903e+06	3.88428e+06	3.86387e+06	5.33086e+06	5.17491e+06	4.27803e+06	3.84743e+06
Q6IAN0	Q6IAN0;A0A0C4DGQ8	DRS7B_HUMAN	DHRS7B	Dehydrogenase/reductase SDR family member 7B	362594	555413	445478	474868	630079	633811	492019	378872	504760	562803	537018	512702	603954	761552	790213	726501	654215	354666	430857	346886	475978	656641	502984	528616	371525	393934	385700	426517	441795	504376	938892	674485	654445	742098	407360	417431	423765	711871	616985	525052	364817	467060	533846	604980	463913	538754	354617	1.03905e+06	650706	688604	766892
Q6IBS0	Q6IBS0;D6RG15	TWF2_HUMAN	TWF2	Twinfilin-2	9.40838e+06	8.80864e+06	9.21772e+06	8.94937e+06	8.78114e+06	9.20505e+06	8.94238e+06	9.97365e+06	9.33591e+06	9.43152e+06	8.9266e+06	9.21203e+06	8.83638e+06	1.03965e+07	1.02412e+07	9.27947e+06	1.06756e+07	8.77815e+06	8.54825e+06	8.62868e+06	8.81838e+06	8.90161e+06	9.08557e+06	8.78326e+06	8.89062e+06	8.53457e+06	8.79519e+06	9.37934e+06	8.95174e+06	9.23812e+06	1.09857e+07	1.02799e+07	9.87848e+06	1.04571e+07	1.06289e+07	9.26939e+06	9.70934e+06	1.02398e+07	1.04475e+07	9.61644e+06	9.93906e+06	1.01803e+07	9.23006e+06	1.01944e+07	9.92579e+06	1.0268e+07	1.04135e+07	1.18023e+07	1.07338e+07	9.80603e+06	1.18853e+07
Q6ICL3	Q6ICL3;A0A0A0MSI5	TNG2_HUMAN	TANGO2	Transport and Golgi organization protein 2 homolog	3.24345e+06	2.97147e+06	3.18424e+06	2.95101e+06	3.42495e+06	3.37393e+06	3.2073e+06	2.86128e+06	3.28446e+06	3.16182e+06	3.16432e+06	3.37593e+06	3.32968e+06	3.0775e+06	3.36013e+06	2.94139e+06	3.62102e+06	2.72888e+06	2.5448e+06	2.54938e+06	3.00916e+06	2.83344e+06	2.93337e+06	2.66261e+06	2.63283e+06	2.49171e+06	2.6648e+06	2.78548e+06	2.72131e+06	2.60355e+06	2.42458e+06	2.37822e+06	2.68946e+06	2.87038e+06	2.54323e+06	2.92356e+06	2.8523e+06	2.90099e+06	2.40615e+06	2.64639e+06	2.72982e+06	2.58203e+06	2.83974e+06	2.73812e+06	2.73794e+06	2.71759e+06	2.93034e+06	2.42008e+06	2.51135e+06	2.39801e+06	2.67322e+06
Q6IQ22	Q6IQ22;A0A3B3ITT1	RAB12_HUMAN	RAB12	Ras-related protein Rab-12	429178	306787	412267	335619	374068	365370	446631	401136	372123	436121	452880	484213	413067	363572	345227	474725	242216	379059	248677	322748	279921	466699	364748	446155	411071	174483	342568	263129	329732	294831	474185	326912	370453	358362	55297.6	118386	123640	145159	254436	178687	74471.3	112233	152228	169763	375618	96526	250141	330471	355130	254311	162941
Q6ISU1	Q6ISU1;A0A087WTE9	PTCRA_HUMAN	PTCRA	Pre T-cell antigen receptor alpha		147597	93913		81178.8	143361	151153							114571		125216			63664.7																				44237.1	31273.2										35290.4	
Q6L8Q7	Q6L8Q7;F6T1Q0	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	374241	416356	300014	420614	387505	373481	527328	430968	276957	511819	489195	380692	504649	319035	486587	351569	312615	461932	429113	457092	157463	359334	332126	424225	398435	446179	430135	318800	411672	473256	282269	351111	254049	246940	298470	424910	319933	425126	360915	390906	417487	356945	384546	366037	315469	426404	374437	318145	420497	323749	266413
