Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
P50148	P50148	GNAQ_HUMAN	GNAQ	Guanine nucleotide-binding protein G(q) subunit alpha	1.50902e+07	1.48325e+07	1.41737e+07	1.48434e+07	1.57124e+07	1.44048e+07	1.4675e+07	1.41815e+07	1.40172e+07	1.50004e+07	1.50745e+07	1.44452e+07	1.40954e+07	1.24871e+07	1.24572e+07	1.23174e+07	1.41283e+07	1.50817e+07	1.4206e+07	1.35869e+07	1.42143e+07	1.50725e+07	1.3916e+07	1.37314e+07	1.39574e+07	1.42915e+07	1.41783e+07	1.40343e+07	1.40266e+07	1.36512e+07	1.37166e+07	1.12294e+07	1.18796e+07	1.21622e+07	1.32462e+07	1.43315e+07	1.02309e+07	1.12082e+07	1.07378e+07	1.06977e+07	1.08468e+07	9.24109e+06	1.05252e+07	1.13552e+07	1.11827e+07	1.09379e+07	1.07039e+07	1.05384e+07	1.02507e+07	8.96058e+06	1.05274e+07	8.12013e+06	1.05471e+07
P50151	P50151	GBG10_HUMAN	GNG10	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	2.1388e+06	2.20988e+06	1.63476e+06	1.7887e+06	1.91791e+06	1.74536e+06	1.83847e+06	2.18439e+06	1.98004e+06	1.76318e+06	1.60423e+06	1.39061e+06	1.72983e+06	1.55482e+06	1.5638e+06	1.18217e+06	2.14759e+06	1.90167e+06	2.03096e+06	1.94317e+06	1.58249e+06	1.7371e+06	1.77428e+06	1.86955e+06	1.99739e+06	2.00512e+06	1.65886e+06	1.89529e+06	1.77011e+06	1.60528e+06	1.41267e+06	1.66886e+06	1.10293e+06	1.50006e+06	1.59853e+06	1.86785e+06	1.63998e+06	1.5317e+06	1.42873e+06	905885	1.38563e+06	1.354e+06	1.55862e+06	1.43755e+06	1.4479e+06	1.39979e+06	926923	1.19643e+06	1.10941e+06	1.25375e+06	798694	729046	1.56595e+06
P50213	P50213	IDH3A_HUMAN	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	1.96241e+06	1.90076e+06	2.04734e+06	2.14494e+06	1.62053e+06	1.82706e+06	1.77713e+06	2.0368e+06	1.86871e+06	2.03711e+06	1.88607e+06	1.78422e+06	1.86026e+06	2.4886e+06	2.10188e+06	2.0922e+06	2.06141e+06	1.97647e+06	1.72946e+06	1.81699e+06	1.83172e+06	2.27094e+06	1.88974e+06	1.88803e+06	1.50811e+06	1.8801e+06	1.34055e+06	1.70777e+06	1.90253e+06	1.92999e+06	2.10222e+06	2.332e+06	2.12168e+06	2.12144e+06	2.16209e+06	1.73421e+06	2.5842e+06	2.18919e+06	2.43237e+06	2.37373e+06	2.10026e+06	1.84994e+06	2.12579e+06	2.31263e+06	2.20157e+06	2.40597e+06	2.24888e+06	1.96471e+06	2.33573e+06	2.8291e+06	2.44902e+06	2.09019e+06	2.29148e+06
P50225	P50225	ST1A1_HUMAN	SULT1A1	Sulfotransferase 1A1	6.20992e+06	6.14056e+06	5.89611e+06	5.77715e+06	5.42844e+06	6.1291e+06	6.15185e+06	6.016e+06	5.92741e+06	5.93554e+06	5.96376e+06	5.91512e+06	6.217e+06	6.13072e+06	5.98961e+06	6.97963e+06	6.02936e+06	5.49806e+06	2.97723e+06	3.10602e+06	3.11768e+06	3.24326e+06	3.05456e+06	2.78336e+06	2.5806e+06	2.75094e+06	2.94864e+06	3.03403e+06	2.49916e+06	2.80924e+06	2.95544e+06	3.04323e+06	2.65583e+06	2.76463e+06	3.7146e+06	3.18562e+06	5.40122e+06	5.79707e+06	5.90514e+06	5.12987e+06	5.44685e+06	5.29867e+06	5.19406e+06	5.25951e+06	5.63884e+06	5.78339e+06	5.58726e+06	5.20078e+06	5.90066e+06	4.91128e+06	5.15562e+06	5.35911e+06	5.52385e+06
P50281	P50281	MMP14_HUMAN	MMP14	Matrix metalloproteinase-14	6.95982e+06	5.63596e+06	4.89457e+06	6.75695e+06	6.7219e+06	6.69537e+06	6.7131e+06	6.42979e+06	6.56916e+06	5.63581e+06	6.96534e+06	7.03054e+06	6.37082e+06	8.02105e+06	8.46623e+06	8.08747e+06	1.34198e+06	4.19874e+06	4.31059e+06	4.27931e+06		4.52467e+06	974434	4.74466e+06	4.09859e+06	4.83704e+06	4.60464e+06	4.29862e+06	1.48859e+06	1.20035e+06	4.74525e+06	5.60148e+06	5.70441e+06	6.0288e+06	5.31648e+06	4.37671e+06	2.3149e+06		2.15913e+06	2.65279e+06	3.0806e+06	3.11148e+06	2.88145e+06		2.81416e+06	1.95587e+06	2.65877e+06	3.23646e+06	1.38534e+06	4.09123e+06	4.10797e+06	3.67655e+06	3.67582e+06
P50336	P50336	PPOX_HUMAN	PPOX	Protoporphyrinogen oxidase	675692	606085	568185	561106	706801	451081	613457	674867	615129	613824	728432	608792	488597	1.26145e+06	1.01733e+06	1.08322e+06	765766	618370	984434	834575	1.01135e+06	694934	772767	692795	865272	863068	901486	525484	709829	955368	1.10384e+06	1.41989e+06	1.15394e+06	1.14357e+06	1.24356e+06	824889	829053	688034	606380	661038	724243	916426	1.00342e+06	764728	658074	602482	569579	1.0381e+06	674210	1.237e+06	946414	1.10219e+06	1.08589e+06
P50395	P50395	GDIB_HUMAN	GDI2	Rab GDP dissociation inhibitor beta	1.25412e+07	1.15565e+07	1.20043e+07	1.18727e+07	1.08407e+07	1.2521e+07	1.25201e+07	1.22803e+07	1.18922e+07	1.22869e+07	1.19208e+07	1.19753e+07	1.28083e+07	1.16745e+07	1.24403e+07	1.18125e+07	1.15924e+07	1.22312e+07	1.25401e+07	1.2602e+07	1.31738e+07	1.2517e+07	1.22836e+07	1.27715e+07	1.29149e+07	1.26933e+07	1.338e+07	1.32131e+07	1.303e+07	1.3134e+07	1.33646e+07	1.20185e+07	1.25319e+07	1.16073e+07	1.24114e+07	1.22289e+07	1.17041e+07	1.17626e+07	1.05085e+07	1.14661e+07	1.11558e+07	1.21042e+07	1.14417e+07	1.14377e+07	1.21018e+07	1.12454e+07	1.14694e+07	1.19311e+07	1.18472e+07	1.0931e+07	1.11844e+07	1.03982e+07	1.10903e+07
P50402	P50402	EMD_HUMAN	EMD	Emerin	7.3362e+06	7.42851e+06	7.25657e+06	7.23224e+06	7.46961e+06	7.46626e+06	7.14051e+06	7.39963e+06	7.31811e+06	6.8941e+06	7.30842e+06	7.77902e+06	6.63881e+06	6.59184e+06	6.66974e+06	5.7233e+06	5.99052e+06	7.00533e+06	6.75237e+06	7.11501e+06	6.48922e+06	7.14593e+06	7.11541e+06	6.91367e+06	7.30465e+06	6.92856e+06	7.18188e+06	7.03052e+06	6.87562e+06	7.00007e+06	6.83134e+06	6.59628e+06	5.81031e+06	5.9516e+06	6.25074e+06	6.56708e+06	6.0962e+06	6.20583e+06	6.33403e+06	6.2742e+06	5.19591e+06	6.92342e+06	6.7323e+06	5.86846e+06	5.95591e+06	6.26595e+06	5.96625e+06	6.27985e+06	6.43871e+06	5.86923e+06	4.94871e+06	5.10658e+06	4.61535e+06
P50416	P50416	CPT1A_HUMAN	CPT1A	Carnitine O-palmitoyltransferase 1, liver isoform	5.53461e+06	4.69985e+06	5.91865e+06	5.53561e+06	4.82742e+06	5.96132e+06	5.88092e+06	6.47605e+06	5.24169e+06	6.04776e+06	5.42981e+06	5.59542e+06	5.69313e+06	1.20325e+07	1.26368e+07	1.13388e+07	1.17494e+07	5.6286e+06	6.41976e+06	5.9892e+06	6.48913e+06	6.70294e+06	6.85459e+06	6.91938e+06	6.18362e+06	6.79734e+06	6.23601e+06	5.91405e+06	6.20179e+06	6.38114e+06	6.67742e+06	1.41456e+07	1.4863e+07	1.43196e+07	1.41159e+07	6.59176e+06	5.42514e+06	4.76903e+06	4.95446e+06	5.07603e+06	5.63404e+06	5.25726e+06	5.16945e+06	5.25425e+06	5.59302e+06	5.33064e+06	5.30359e+06	5.68483e+06	5.9111e+06	1.12302e+07	9.55062e+06	1.1536e+07	9.41732e+06
P50440	P50440	GATM_HUMAN	GATM	Glycine amidinotransferase, mitochondrial	7.74715e+06	3.74018e+06	6.36199e+06	6.47422e+06	3.02959e+06	5.90834e+06	4.87045e+06	3.85578e+06	7.32675e+06	5.19162e+06	5.8193e+06	5.06702e+06	4.80661e+06	8.94015e+06	7.62404e+06	7.94655e+06	1.08248e+07	4.97529e+06	5.52336e+06	3.4737e+06	8.14489e+06	2.76546e+06	6.51838e+06	6.38508e+06	4.40779e+06	5.49816e+06	3.55473e+06	5.28265e+06	5.92121e+06	4.87856e+06	6.23747e+06	6.39548e+06	7.66269e+06	6.40447e+06	9.42693e+06	5.48911e+06	4.52819e+06	5.97053e+06	6.17343e+06	4.98265e+06	3.2299e+06	5.97374e+06	4.28469e+06	7.04283e+06	3.41843e+06	4.26299e+06	6.34294e+06	4.84146e+06	4.51032e+06	1.00475e+07	6.87099e+06	5.31124e+06	7.08071e+06
P50452	P50452	SPB8_HUMAN	SERPINB8	Serpin B8	2.98463e+06	2.1468e+06	3.22757e+06	3.00593e+06	2.77136e+06	3.22661e+06	2.05668e+06	2.79715e+06	2.95811e+06	2.68379e+06	2.49857e+06	2.82664e+06	3.29764e+06	3.66455e+06	4.52175e+06	1.77579e+06	3.89904e+06	2.06326e+06	2.48732e+06	2.30196e+06	590922	2.53307e+06	2.7133e+06	2.06353e+06	2.68899e+06	2.52042e+06	1.49605e+06	2.48105e+06	2.78931e+06	2.66664e+06		2.25113e+06	1.5613e+06	2.32451e+06	2.48697e+06	2.64254e+06	2.41835e+06	2.14562e+06	2.96938e+06	2.75779e+06	1.76464e+06	2.13942e+06	2.62429e+06	1.94648e+06	1.87783e+06	2.94181e+06	2.51153e+06	2.80013e+06	2.48254e+06	2.6898e+06	2.49257e+06	3.03754e+06	2.93263e+06
P50453	P50453	SPB9_HUMAN	SERPINB9	Serpin B9	8.49609e+06	7.40092e+06	7.96818e+06	7.90248e+06	8.95225e+06	8.76071e+06	8.69119e+06	8.12263e+06	8.07489e+06	8.25683e+06	7.87915e+06	8.64429e+06	8.36616e+06	9.65967e+06	1.03917e+07	9.86994e+06	1.03427e+07	8.50624e+06	6.44103e+06	6.28328e+06	6.43836e+06	6.58199e+06	6.32415e+06	6.65061e+06	6.17517e+06	6.22058e+06	6.17694e+06	6.11892e+06	6.44608e+06	6.13817e+06	6.69727e+06	7.42962e+06	8.31814e+06	8.02437e+06	8.46115e+06	6.39694e+06	6.99898e+06	6.00315e+06	6.7093e+06	6.80464e+06	6.46807e+06	6.44601e+06	6.5103e+06	6.49236e+06	6.5217e+06	6.19115e+06	6.18622e+06	6.92218e+06	6.59475e+06	7.28982e+06	7.8521e+06	7.56714e+06	7.85019e+06
P50454	P50454	SERPH_HUMAN	SERPINH1	Serpin H1	6.85195e+06	6.89089e+06	7.02622e+06	6.47186e+06	6.73216e+06	6.71844e+06	7.1269e+06	7.00198e+06	6.93273e+06	6.94112e+06	7.3331e+06	6.6107e+06	7.06936e+06	8.15748e+06	7.86943e+06	7.47975e+06	7.86448e+06	6.87533e+06	5.172e+06	4.80721e+06	5.21516e+06	5.28794e+06	5.39745e+06	4.7815e+06	5.09932e+06	5.20699e+06	5.07605e+06	5.11075e+06	5.15131e+06	5.57229e+06	5.26131e+06	5.59693e+06	5.67354e+06	5.75329e+06	6.22341e+06	5.23644e+06	4.78114e+06	4.77179e+06	4.91243e+06	4.56064e+06	4.86839e+06	4.61031e+06	4.78352e+06	4.64911e+06	4.94488e+06	4.56136e+06	4.42859e+06	4.73286e+06	4.60645e+06	5.08198e+06	5.22356e+06	5.05033e+06	6.09763e+06
P50502	P50502	F10A1_HUMAN	ST13	Hsc70-interacting protein	7.11653e+06	7.66175e+06	7.32672e+06	7.18519e+06	5.68544e+06	6.99568e+06	7.40345e+06	7.11473e+06	7.24286e+06	8.01054e+06	7.50238e+06	7.64595e+06	7.45412e+06	5.93392e+06	5.57887e+06	5.43172e+06	5.39703e+06	6.52697e+06	6.46032e+06	6.52826e+06	6.70238e+06	6.87678e+06	7.32749e+06	7.01871e+06	6.89717e+06	6.66762e+06	6.67201e+06	7.27e+06	7.40551e+06	7.25337e+06	7.32727e+06	6.42746e+06	5.79686e+06	5.28356e+06	5.20382e+06	6.61189e+06	6.85157e+06	6.4131e+06	6.67457e+06	6.58745e+06	7.03778e+06	6.72838e+06	7.21566e+06	6.29748e+06	6.57318e+06	7.0338e+06	6.85648e+06	7.01839e+06	6.72971e+06	6.07374e+06	4.9333e+06	5.03476e+06	5.19592e+06
P50552	P50552	VASP_HUMAN	VASP	Vasodilator-stimulated phosphoprotein	4.81845e+07	5.03824e+07	4.7105e+07	4.52542e+07	4.86633e+07	4.83645e+07	4.74726e+07	4.7587e+07	4.73006e+07	4.71398e+07	4.67641e+07	4.82015e+07	4.70393e+07	3.83813e+07	4.27171e+07	4.17306e+07	4.32134e+07	4.60618e+07	4.79571e+07	4.86428e+07	4.82061e+07	4.86901e+07	4.78273e+07	4.68256e+07	4.93348e+07	4.82655e+07	5.02228e+07	4.8972e+07	4.68053e+07	4.65573e+07	4.64631e+07	4.15694e+07	4.13694e+07	4.31061e+07	4.13202e+07	4.77623e+07	5.0811e+07	4.74901e+07	4.97922e+07	4.87512e+07	4.80704e+07	4.86358e+07	4.87311e+07	4.76067e+07	4.91514e+07	5.19509e+07	4.89929e+07	4.94428e+07	4.89674e+07	3.81145e+07	4.28675e+07	4.21257e+07	4.09431e+07
P50570	P50570	DYN2_HUMAN	DNM2	Dynamin-2	7.8318e+06	7.24938e+06	7.70748e+06	7.37378e+06	7.33131e+06	7.35671e+06	7.43343e+06	7.57518e+06	7.40304e+06	7.60564e+06	7.49984e+06	7.7723e+06	7.17959e+06	6.86694e+06	7.88629e+06	8.19688e+06	8.08506e+06	7.59375e+06	8.47039e+06	8.31543e+06	7.98011e+06	7.58365e+06	8.14466e+06	8.2375e+06	8.06718e+06	8.4373e+06	7.91269e+06	7.69866e+06	8.00171e+06	7.96353e+06	8.22666e+06	8.32149e+06	8.13475e+06	8.08744e+06	8.51644e+06	7.92643e+06	8.457e+06	7.90787e+06	7.24903e+06	8.20484e+06	7.98442e+06	8.27198e+06	8.54296e+06	8.29951e+06	7.70901e+06	7.78865e+06	8.0674e+06	8.73513e+06	8.0009e+06	8.41589e+06	8.59619e+06	8.05591e+06	8.53778e+06
P50579	P50579	MAP2_HUMAN	METAP2	Methionine aminopeptidase 2	1.06155e+06	825823	865621	975020	918928	871355	935532	908240	949675	905156	886414	989281	847873	1.01452e+06	1.07927e+06	615797	797722	955301	1.05326e+06	968600	1.07519e+06	1.03801e+06	949868	979560	1.09849e+06	1.00706e+06	939304	908838	1.00113e+06	1.06636e+06	856344	654086	850066	932768	776865	757122	797524	790371	972412	721449	742298	858184	785039	770753	855521	912418	872897	823705	912828	657072	635187	766662	575945
P50583	P50583	AP4A_HUMAN	NUDT2	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	1.11349e+06	651446	957785	841606	748708	933458	911551	761284	892589	870913	929357	933551	907293	1.42522e+06	1.58143e+06	1.32251e+06	1.1312e+06	861318	949875	894495	1.01461e+06	1.1226e+06	992225	1.01318e+06	808466	949277	976440	978083	1.05676e+06	924779	978275	1.63952e+06	1.59441e+06	1.46522e+06	1.42132e+06	1.02452e+06	980638	971763	1.23625e+06	1.01376e+06	892927	927926	1.06652e+06	1.2117e+06	1.06314e+06	1.0978e+06	1.07251e+06	1.14772e+06	1.00239e+06	1.86278e+06	1.7787e+06	1.55772e+06	1.94056e+06
P50897	P50897	PPT1_HUMAN	PPT1	Palmitoyl-protein thioesterase 1		158481			156067	46856.7	61048.8	60828.3	39484.4		31145.8	96724.7	126032		92301.5	96590.5	45439.1		32494.8	59684.5	42842.6	64971.3	24294.2	91606.4	121872	55707.2	55238.1		104299	65495.6	102765	16655.4	55553.1	18089	54516.3	40425	23506.5	59084		25734.1	42500.8	106888	33798.4	192356	26895.2		75031.6	83881.9	59758.8	121855	160181	168829	65661.4
P50990	P50990	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta	8.31257e+06	8.06332e+06	8.39426e+06	8.20726e+06	8.10313e+06	8.33073e+06	8.32693e+06	8.30589e+06	8.2772e+06	8.58861e+06	8.50712e+06	8.50427e+06	8.46709e+06	8.48058e+06	8.80981e+06	8.16414e+06	8.56037e+06	8.28064e+06	8.72627e+06	8.41435e+06	8.48272e+06	8.61352e+06	8.52186e+06	8.70335e+06	8.50998e+06	8.69625e+06	8.35674e+06	8.62576e+06	8.64403e+06	8.6828e+06	8.65753e+06	8.68412e+06	8.8657e+06	8.75597e+06	9.16537e+06	8.35505e+06	8.06168e+06	7.74117e+06	8.01398e+06	7.91567e+06	7.87871e+06	8.06072e+06	8.01453e+06	8.11935e+06	8.00629e+06	7.91188e+06	7.85997e+06	8.28414e+06	7.94657e+06	7.97732e+06	7.95643e+06	7.81531e+06	8.29421e+06
P50991	P50991	TCPD_HUMAN	CCT4	T-complex protein 1 subunit delta	1.31807e+07	1.21315e+07	1.24131e+07	1.27109e+07	1.27438e+07	1.30091e+07	1.28609e+07	1.21636e+07	1.27117e+07	1.26276e+07	1.23734e+07	1.28929e+07	1.28311e+07	1.24061e+07	1.37185e+07	1.26973e+07	1.19612e+07	1.22656e+07	1.31542e+07	1.25208e+07	1.27047e+07	1.26177e+07	1.28189e+07	1.30896e+07	1.28893e+07	1.29115e+07	1.2458e+07	1.2078e+07	1.28088e+07	1.29026e+07	1.35108e+07	1.31503e+07	1.33416e+07	1.32713e+07	1.33004e+07	1.23717e+07	1.22637e+07	1.08984e+07	1.12613e+07	1.13773e+07	1.1928e+07	1.19655e+07	1.21412e+07	1.1408e+07	1.11171e+07	1.09431e+07	1.15794e+07	1.19096e+07	1.19646e+07	1.17843e+07	1.20229e+07	1.2083e+07	1.16635e+07
P50995	P50995	ANX11_HUMAN	ANXA11	Annexin A11	2.92375e+06	2.54438e+06	2.67422e+06	2.59473e+06	3.00422e+06	2.79388e+06	2.75687e+06	2.77199e+06	2.72983e+06	2.67061e+06	2.48204e+06	2.69074e+06	2.80265e+06	2.66271e+06	2.68956e+06	2.59445e+06	2.96785e+06	2.62552e+06	2.42058e+06	2.345e+06	2.57033e+06	2.73399e+06	2.71624e+06	2.67832e+06	2.65197e+06	2.64397e+06	2.45622e+06	2.39562e+06	2.51922e+06	2.6523e+06	2.64517e+06	2.61184e+06	2.74248e+06	2.62018e+06	2.7956e+06	2.64209e+06	1.8333e+06	1.84814e+06	1.83753e+06	1.71193e+06	1.86213e+06	1.69359e+06	1.76096e+06	1.81e+06	1.90209e+06	1.77256e+06	1.83195e+06	1.61813e+06	1.90705e+06	1.63985e+06	1.70991e+06	1.60691e+06	1.78894e+06
P51114	P51114	FXR1_HUMAN	FXR1	Fragile X mental retardation syndrome-related protein 1	656889	666382	730939	833301	645335	542045	660582	566532	761634	767942	823924	492683	698974	939193	1.11409e+06	744834	968387	1.17553e+06	469282	725992	781178	708330	888780	681817	552941	675561	836386	815198	773891	425281	770900	549908	695582	845831	937887	844306	816697	783031	768641	1.16726e+06	840614	805703	803453	1.23564e+06	637747	570459	501728	963456	434965	420746	986340	814986	758936
P51116	P51116	FXR2_HUMAN	FXR2	Fragile X mental retardation syndrome-related protein 2	65153.9	17131.8	41909.8					41473.5				22367.9			25274.5	41693.7	92469.9	644552		34690.1		29964.1	26673.6									24574																				146787	
P51148	P51148	RAB5C_HUMAN	RAB5C	Ras-related protein Rab-5C	4.03114e+06	3.48667e+06	3.13913e+06	3.1444e+06	3.84335e+06	3.55566e+06	3.69986e+06	3.57397e+06	2.78134e+06	3.26703e+06	3.34977e+06	3.2551e+06	3.23695e+06	4.13601e+06	4.15816e+06	4.25848e+06	4.23281e+06	3.90614e+06	3.40789e+06	3.38578e+06	3.62564e+06	3.28313e+06	3.11562e+06	2.66509e+06	3.31912e+06	3.63596e+06	3.40408e+06	3.32168e+06	3.3503e+06	3.25362e+06	3.38788e+06	3.53506e+06	3.69818e+06	3.9153e+06	4.12669e+06	3.53768e+06	3.06494e+06	2.83306e+06	2.60885e+06	3.01474e+06	2.51842e+06	3.39222e+06	2.88883e+06	3.26132e+06	3.18333e+06	2.95827e+06	2.87268e+06	2.58372e+06	2.51471e+06	3.35289e+06	3.08043e+06	2.77137e+06	2.89745e+06
P51149	P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a	1.99813e+07	1.90564e+07	1.97707e+07	1.98062e+07	1.8991e+07	1.96969e+07	1.96028e+07	1.96969e+07	1.92852e+07	2.01412e+07	2.00582e+07	1.98838e+07	1.96081e+07	2.0687e+07	2.24076e+07	2.18433e+07	2.27007e+07	2.04658e+07	1.94138e+07	1.93477e+07	1.90002e+07	1.86665e+07	1.89108e+07	1.83604e+07	1.8832e+07	1.88841e+07	1.86866e+07	1.84461e+07	1.87655e+07	1.8677e+07	1.86979e+07	2.00629e+07	2.11205e+07	2.09867e+07	2.19705e+07	1.85197e+07	1.6295e+07	1.6361e+07	1.60078e+07	1.67123e+07	1.62285e+07	1.68098e+07	1.59433e+07	1.58286e+07	1.67629e+07	1.68611e+07	1.57506e+07	1.63792e+07	1.69206e+07	1.75926e+07	1.78283e+07	1.71703e+07	1.73821e+07
P51151	P51151	RAB9A_HUMAN	RAB9A	Ras-related protein Rab-9A	471075	706677	419519	964525	265204	383687	672151	1.49238e+06	1.22836e+06	972244	590244	793715	978930	860862	709745	768695	635696	634843	597815	656403	765150	529002	788660	922505	717816	717862	798329	627142	703189	980114	837771	831879	577004	567854	844585	791924	791574	268988	463922	404180	825792	640996	731768	601880	408652	226345	357393	571467	514682	484581	526984	993719	865284
P51153	P51153	RAB13_HUMAN	RAB13	Ras-related protein Rab-13	3.47119e+07	3.53013e+07	3.66998e+07	3.8156e+07	3.00522e+07	3.77082e+07	3.25329e+07	3.37299e+07	3.56571e+07	3.44456e+07	3.62124e+07	3.5251e+07	3.49732e+07	4.04346e+07	3.64546e+07	4.01207e+07	3.45907e+07	3.28294e+07	3.56931e+07	3.63702e+07	3.53902e+07	3.50162e+07	3.44227e+07	3.5619e+07	3.61023e+07	3.47806e+07	3.74789e+07	3.86431e+07	3.63047e+07	3.59701e+07	3.58506e+07	3.78263e+07	4.10908e+07	3.9561e+07	3.56485e+07	3.18299e+07	3.11188e+07	2.85522e+07	2.64516e+07	2.73487e+07	2.72391e+07	3.15732e+07	2.78704e+07	2.80786e+07	2.56693e+07	2.62135e+07	2.72196e+07	3.13526e+07	2.68592e+07	3.65223e+07	3.29655e+07	2.88282e+07	3.36834e+07
